address,type,value,xref_count,first_xref
"1415914d0","char[312]",".?AV?$DLFunctorImpl@XU?$DLTypeList@V?$DLReferencePointer@VUDPRequestConnection@Request@Nauru@@@DLUT@@U?$DLTypeList@PEBXU?$DLTypeList@_KU?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@2@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUTD@@",0,""
"141591620","char[448]",".?AV?$DLMemFunHandler@V?$DLFunctor@XU?$DLTypeList@V?$DLReferencePointer@VTCPRequestConnection@Request@Nauru@@@DLUT@@U?$DLTypeList@PEBXU?$DLTypeList@_KU?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@2@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUT@@PEAVRPCSystemImpl@Frpg2Sv@@P834@EAAXV?$DLReferencePointer@VTCPRequestConnection@Request@Nauru@@@2@PEBX_K12@Z@DLUTD@@",0,""
"1415917f0","char[448]",".?AV?$DLMemFunHandler@V?$DLFunctor@XU?$DLTypeList@V?$DLReferencePointer@VUDPRequestConnection@Request@Nauru@@@DLUT@@U?$DLTypeList@PEBXU?$DLTypeList@_KU?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@2@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUT@@PEAVRPCSystemImpl@Frpg2Sv@@P834@EAAXV?$DLReferencePointer@VUDPRequestConnection@Request@Nauru@@@2@PEBX_K12@Z@DLUTD@@",0,""
"1415919c0","char[368]",".?AV?$DLFunctorHandler@V?$DLFunctor@XU?$DLTypeList@V?$DLReferencePointer@VUDPRequestConnection@Request@Nauru@@@DLUT@@U?$DLTypeList@PEBXU?$DLTypeList@_KU?$DLTypeList@PEBXU?$DLTypeList@_KVDLNullType@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@DLUT@@@TypeList@2@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUT@@VPushFunctionAdapter@Workaround@@@DLUTD@@",0,""
"141591ce0","char[88]",".?AV?$CCallback@VLoginTaskForNP@Frpg2Sv@@UGetAuthSessionTicketResponse_t@@$0A@@@",0,""
"141591e20","char[56]",".?AVRequestStatusForGetConnectSessionKey@Frpg2Sv@@",0,""
"141592210","char[48]",".?AVCustomRequestConnectionForNP@Frpg2Sv@@",0,""
"141592250","char[48]",".?AVUDPRequestConnection@Request@Nauru@@",0,""
"141592290","char[48]",".?AVUDPMessageConnection@Communication@Nauru@@",0,""
"1415922d0","char[40]",".?AVUDPConnection@Communication@Nauru@@",0,""
"141592308","char[40]",".?AVConnection@Communication@Nauru@@",0,""
"141593f88","char[40]",".?AVhkpPhantomBroadPhaseListener@@",0,""
"141594250","char[24]",".?AVhkpPhantom@@",0,""
"141594398","char[32]",".?AVhkpPhantomOverlapListener@@",0,""
"141594620","char[24]",".?AVhkpAabbPhantom@@",0,""
"141594648","char[24]",".?AVhkpShapePhantom@@",0,""
"1415bb2e0","char[152]",".?AV?$FXSequenceParamReal@M$05V?$InterpolationStrategy@V?$InterpolationLinear@M@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415bd520","char[184]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@H$02V?$InterpolationStrategy@V?$InterpolationLinear@H@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415bd5f0","char[192]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@H$02V?$InterpolationStrategy@V?$InterpolationLinear@H@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415bd8d0","char[192]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamRuntime@H$02V?$InterpolationStrategy@V?$InterpolationLinear@H@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415bdd20","char[184]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@M$05V?$InterpolationStrategy@V?$InterpolationLinear@M@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415bddf0","char[192]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@M$05V?$InterpolationStrategy@V?$InterpolationLinear@M@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415be2e0","char[192]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamRuntime@M$05V?$InterpolationStrategy@V?$InterpolationLinear@M@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415becb0","char[208]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@VFXTick@FFX@@$0CF@V?$InterpolationStrategy@V?$InterpolationLinear@VFXTick@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@2@@FFX@@$0A@@DLRF@@",0,""
"1415befd0","char[216]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamRuntime@VFXTick@FFX@@$0CF@V?$InterpolationStrategy@V?$InterpolationLinear@VFXTick@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@2@@FFX@@$0A@@DLRF@@",0,""
"1415bf820","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$08V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415bf910","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$08V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415bfec0","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamRuntime@UDL_VECTOR4AL@DLMT@@$08V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415c0350","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UDL_COLOR_32@DLMT@@$0M@V?$InterpolationStrategy@V?$InterpolationLinear@UDL_COLOR_32@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415c0440","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UDL_COLOR_32@DLMT@@$0M@V?$InterpolationStrategy@V?$InterpolationLinear@UDL_COLOR_32@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415c09b0","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$0P@V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415c0aa0","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$0P@V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@$0A@@DLRF@@",0,""
"1415c11f0","char[216]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UFXPlacement@FFX@@$0BC@V?$InterpolationStrategy@V?$InterpolationLinear@UFXPlacement@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@2@@FFX@@$0A@@DLRF@@",0,""
"1415c12e0","char[224]",".?AV?$DLRuntimeClassImpl@V?$FXSequenceParamReal@UFXPlacement@FFX@@$0BC@V?$InterpolationStrategy@V?$InterpolationLinear@UFXPlacement@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@2@@FFX@@$0A@@DLRF@@",0,""
"1415c1f18","char[32]",".?AVNRSessionManager@DLNR@@",0,""
"1415c2060","char[32]",".?AVSessionLight@DLNRD@@",0,""
"1415c2130","char[48]",".?AUSessionTaskInfo@SessionLight@DLNRD@@",0,""
"1415c2170","char[48]",".?AVSessionSocketListener@SessionLight@DLNRD@@",0,""
"1415c21b0","char[32]",".?AVSteamSurveillance@DLNRD@@",0,""
"1415c2240","char[80]",".?AV?$CCallback@VSteamSurveillance@DLNRD@@USteamServersConnected_t@@$0A@@@",0,""
"1415c22a0","char[80]",".?AV?$CCallback@VSteamSurveillance@DLNRD@@USteamServersDisconnected_t@@$0A@@@",0,""
"1415c26a8","char[32]",".?AVSessionManager@DLNRD@@",0,""
"1415c2708","char[32]",".?AVOnlineIDDataManager@DLNRD@@",0,""
"1415c2768","char[32]",".?AVSessionMemberLight@DLNRD@@",0,""
"1415c27a0","char[56]",".?AUSessionMemberTaskInfo@SessionMemberLight@DLNRD@@",0,""
"1415c27e8","char[40]",".?AVSessionManagerRepository@DLNRD@@",0,""
"1415c2878","char[32]",".?AVSteamPlayerData@DLNRD@@",0,""
"1415c28b0","char[64]",".?AV?$DLRuntimeClassImpl@VSteamPlayerData@DLNRD@@$0A@@DLRF@@",0,""
"1415c2900","char[112]",".?AV?$DLConcreteConstructor@VSteamPlayerData@DLNRD@@U?$DLTypeList@VDLNullType@DLUT@@V12@@TypeList@DLUT@@@DLRF@@",0,""
"1415c29b0","char[40]",".?AVSteamOnlineIDDataManager@DLNRD@@",0,""
"1415c2a20","char[32]",".?AVSteamOnlineIDData@DLNRD@@",0,""
"1415c2a50","char[32]",".?AVOnlineIDData@DLNRD@@",0,""
"1415c2de8","char[32]",".?AVSteamRankingManager@DLNRD@@",0,""
"1415c2e18","char[32]",".?AVSteamMatchingSystem@DLNRD@@",0,""
"1415c2e78","char[48]",".?AVSteamSessionManagerRepository@DLNRD@@",0,""
"1415c2eb8","char[32]",".?AVSteamSessionLight@DLNRD@@",0,""
"1415c2ef0","char[64]",".?AV?$CCallResult@VSteamSessionLight@DLNRD@@ULobbyCreated_t@@@@",0,""
"1415c2f40","char[64]",".?AV?$CCallResult@VSteamSessionLight@DLNRD@@ULobbyEnter_t@@@@",0,""
"1415c2f90","char[72]",".?AV?$CCallback@VSteamSessionLight@DLNRD@@UPersonaStateChange_t@@$0A@@@",0,""
"1415c2ff0","char[72]",".?AV?$CCallback@VSteamSessionLight@DLNRD@@ULobbyChatUpdate_t@@$0A@@@",0,""
"1415c3050","char[72]",".?AV?$CCallback@VSteamSessionLight@DLNRD@@UP2PSessionRequest_t@@$0A@@@",0,""
"1415c30b0","char[80]",".?AV?$CCallback@VSteamSessionLight@DLNRD@@UP2PSessionConnectFail_t@@$0A@@@",0,""
"1415c3110","char[80]",".?AV?$CCallback@VSteamSessionLight@DLNRD@@UValidateAuthTicketResponse_t@@$0A@@@",0,""
"1415c3170","char[32]",".?AVSteamVoiceChat@DLNRD@@",0,""
"1415c31a0","char[40]",".?AVSteamSessionMemberLight@DLNRD@@",0,""
"1415c31d8","char[40]",".?AVSteamPlayerDataHelper@DLNRD@@",0,""
"1415c36a8","char[40]",".?AVSLSessionManager@SaveLoad2@@",0,""
"1415c36e0","char[32]",".?AVSLSession@SaveLoad2@@",0,""
"1415c3710","char[32]",".?AVSLSaveSession@SaveLoad2@@",0,""
"1415c3740","char[32]",".?AVSLLoadSession@SaveLoad2@@",0,""
"1415c37c0","char[40]",".?AVSLSessionRunnable@SaveLoad2@@",0,""
"1415c37f8","char[48]",".?AVSLSessionResultInfo@detail@SaveLoad2@@",0,""
"1415d61c0","char[24]",".?AVDLCManager_Steam@@",0,""
"1415dce90","char[72]",".?AV?$CCallback@VTrophySteamAchievements@@UUserStatsReceived_t@@$0A@@@",0,""
"1415dcef0","char[72]",".?AV?$CCallback@VTrophySteamAchievements@@UUserStatsStored_t@@$0A@@@",0,""
"1415dcf50","char[80]",".?AV?$CCallback@VTrophySteamAchievements@@UUserAchievementStored_t@@$0A@@@",0,""
"1415df490","char[24]",".?AVPXBulletPhantom@@",0,""
"1415df548","char[32]",".?AVPXSimpleShapePhantom@@",0,""
"1415df578","char[16]",".?AVPXPhantom@@",0,""
"1415df5a0","char[64]",".?AVInternalPhantomOverlapListener@PXSimpleShapePhantom@@",0,""
"1415dfd58","char[24]",".?AVPXAabbPhantom@@",0,""
"1415e3a50","char[64]",".?AVGetConnectGameServerPortIdResponse@Frpg2RequestMessage@@",0,""
"1415e3f80","char[64]",".?AVRequestGetPlayerConnectGameServer@Frpg2RequestMessage@@",0,""
"1415e3fd0","char[56]",".?AVPlayerConnectServerInfo@Frpg2RequestMessage@@",0,""
"1415e4020","char[72]",".?AVRequestGetPlayerConnectGameServerResponse@Frpg2RequestMessage@@",0,""
"1415e4080","char[56]",".?AVRequestGetConnectionCount@Frpg2RequestMessage@@",0,""
"1415e40d0","char[64]",".?AVRequestGetConnectionCountResponse@Frpg2RequestMessage@@",0,""
"1415e4120","char[48]",".?AVRequestDisconnectUser@Frpg2RequestMessage@@",0,""
"1415e4160","char[56]",".?AVRequestDisconnectAllUser@Frpg2RequestMessage@@",0,""
"1415e4240","char[56]",".?AVRequestGetAreaBloodstainList@Frpg2RequestMessage@@",0,""
"1415e4288","char[48]",".?AVBloodstainInfo@Frpg2RequestMessage@@",0,""
"1415e43a0","char[56]",".?AVRequestSummonSignResponse@Frpg2RequestMessage@@",0,""
"1415e44d0","char[48]",".?AVBloodMessageData@Frpg2RequestMessage@@",0,""
"1415e4510","char[64]",".?AVRequestRemoveBloodMessageResponse@Frpg2RequestMessage@@",0,""
"1415e4560","char[64]",".?AVRequestReentryBloodMessageResponse@Frpg2RequestMessage@@",0,""
"1415e45b0","char[64]",".?AVRequestGetAreaBloodMessageList@Frpg2RequestMessage@@",0,""
"1415e4600","char[64]",".?AVRequestEvaluateBloodMessageResponse@Frpg2RequestMessage@@",0,""
"1415e4650","char[64]",".?AVPushRequestEvaluateBloodMessage@Frpg2RequestMessage@@",0,""
"1415e4730","char[56]",".?AVRequestGetRegulationFile@Frpg2RequestMessage@@",0,""
"1415e4780","char[64]",".?AVRequestGetRegulationFileResponse@Frpg2RequestMessage@@",0,""
"1415e47d0","char[48]",".?AVRegulationFileMessage@Frpg2RequestMessage@@",0,""
"1415e4810","char[56]",".?AVRegulationFileDiffData@Frpg2RequestMessage@@",0,""
"1415e4860","char[56]",".?AVRegulationFileUpdateMessage@Frpg2RequestMessage@@",0,""
"1415e48b0","char[64]",".?AVRegulationFileUpdatePushMessage@Frpg2RequestMessage@@",0,""
"1415e4a30","char[64]",".?AVRequestSummonMirrorKnightSignResponse@Frpg2RequestMessage@@",0,""
"1415e4fe0","char[64]",".?AVRequestNotifyJoinSessionResponse@Frpg2RequestMessage@@",0,""
"1415e5030","char[64]",".?AVRequestNotifyLeaveSessionResponse@Frpg2RequestMessage@@",0,""
"1415e5080","char[72]",".?AVRequestNotifyDisconnectSessionResponse@Frpg2RequestMessage@@",0,""
"1415e53a0","char[72]",".?AVRequestNotifyOfflineDeathCountResponse@Frpg2RequestMessage@@",0,""
"1415e5690","char[56]",".?AVPlayerStatus_Phantom_leave_at@Frpg2PlayerData@@",0,""
"1415e5988","char[40]",".?AVTCPConnection@Communication@Nauru@@",0,""
"1415e5c58","char[48]",".?AVTCPConnectionFactory@Communication@Nauru@@",0,""
"1415e5d10","char[48]",".?AVTCPRequestConnectionFactory@Request@Nauru@@",0,""
"1415e5d50","char[160]",".?AV?$DLFunctorImpl@XU?$DLTypeList@PEAVTCPConnection@Communication@Nauru@@VDLNullType@DLUT@@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUTD@@",0,""
"1415e5e00","char[224]",".?AV?$DLFunctorHandler@V?$DLFunctor@XU?$DLTypeList@PEAVTCPConnection@Communication@Nauru@@VDLNullType@DLUT@@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUT@@ULocalFunctorForProcessingMessageCount@@@DLUTD@@",0,""
"1415e5f40","char[160]",".?AV?$DLFunctorImpl@XU?$DLTypeList@PEAVUDPConnection@Communication@Nauru@@VDLNullType@DLUT@@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUTD@@",0,""
"1415e5ff0","char[224]",".?AV?$DLFunctorHandler@V?$DLFunctor@XU?$DLTypeList@PEAVUDPConnection@Communication@Nauru@@VDLNullType@DLUT@@@TypeList@DLUT@@VNauruInternalMemoryObjectModel@Nauru@@@DLUT@@ULocalFunctorForProcessingMessageCount@@@DLUTD@@",0,""
"1415e6190","char[48]",".?AVTCPConnectionManager@Communication@Nauru@@",0,""
"1415e6270","char[56]",".?AVWin32TCPConnectionManager@Communication@Nauru@@",0,""
"1415e6330","char[48]",".?AVTCPRequestConnection@Request@Nauru@@",0,""
"1415e6370","char[48]",".?AVTCPMessageConnection@Communication@Nauru@@",0,""
"1415ead70","char[32]",".?AVhkpSimpleShapePhantom@@",0,""
"1415ec008","char[32]",".?AVhkpCachingShapePhantom@@",0,""
"1415ec390","char[64]",".?AVMtPhantomBroadPhaseListener@hkpMultiThreadedSimulation@@",0,""
"1415ed638","char[40]",".?AVhkpConvexVerticesConnectivity@@",0,""
"1415ee8d0","char[24]",".?AVhkpPhantomAgent@@",0,""
"1415f2220","char[32]",".?AVhclBroadPhasePhantom@@",0,""
"1415fb6e0","char[152]",".?AV?$FXSequenceParamReal@H$02V?$InterpolationStrategy@V?$InterpolationLinear@H@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fb790","char[152]",".?AV?$FXSequenceParamReal@H$02V?$InterpolationStrategy@V?$InterpolationLinear@H@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fb940","char[160]",".?AV?$FXSequenceParamRuntime@H$02V?$InterpolationStrategy@V?$InterpolationLinear@H@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fbaa0","char[152]",".?AV?$FXSequenceParamReal@M$05V?$InterpolationStrategy@V?$InterpolationLinear@M@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fbdb0","char[160]",".?AV?$FXSequenceParamRuntime@M$05V?$InterpolationStrategy@V?$InterpolationLinear@M@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fc000","char[192]",".?AV?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$08V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fc0d0","char[192]",".?AV?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$08V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fc470","char[192]",".?AV?$FXSequenceParamRuntime@UDL_VECTOR4AL@DLMT@@$08V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fc730","char[184]",".?AV?$FXSequenceParamReal@UFXPlacement@FFX@@$0BC@V?$InterpolationStrategy@V?$InterpolationLinear@UFXPlacement@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@2@@FFX@@",0,""
"1415fc800","char[192]",".?AV?$FXSequenceParamReal@UFXPlacement@FFX@@$0BC@V?$InterpolationStrategy@V?$InterpolationLinear@UFXPlacement@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@2@@FFX@@",0,""
"1415fc9d0","char[176]",".?AV?$FXSequenceParamReal@VFXTick@FFX@@$0CF@V?$InterpolationStrategy@V?$InterpolationLinear@VFXTick@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@2@@FFX@@",0,""
"1415fcc00","char[176]",".?AV?$FXSequenceParamRuntime@VFXTick@FFX@@$0CF@V?$InterpolationStrategy@V?$InterpolationLinear@VFXTick@FFX@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@2@@FFX@@",0,""
"1415fd3b0","char[192]",".?AV?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$0P@V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryNone@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"1415fd480","char[192]",".?AV?$FXSequenceParamReal@UDL_VECTOR4AL@DLMT@@$0P@V?$InterpolationStrategy@V?$InterpolationLinear@UDL_VECTOR4AL@DLMT@@@STRATEGY@PARAM@FFX@@ULoopCategoryCyclic@234@@STRATEGY@PARAM@FFX@@@FFX@@",0,""
"141aacf20","TerminatedCString","?addInput@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@PEAV12@PEAPEAVDSPConnection@2@@Z",0,""
"141aacf6c","TerminatedCString","?disconnectFrom@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@PEAV12@@Z",0,""
"141aacfa8","TerminatedCString","?disconnectAll@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@_N0@Z",0,""
"141aad014","TerminatedCString","?getInput@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@HPEAPEAV12@PEAPEAVDSPConnection@2@@Z",0,""
"141aad064","TerminatedCString","?getOutput@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@HPEAPEAV12@PEAPEAVDSPConnection@2@@Z",0,""
"141aad0b6","TerminatedCString","?setMix@DSPConnection@FMOD@@QEAA?AW4FMOD_RESULT@@M@Z",0,""
"141aad7fe","TerminatedCString","?setLevels@DSPConnection@FMOD@@QEAA?AW4FMOD_RESULT@@W4FMOD_SPEAKER@@PEAMH@Z",0,""
"141aadc14","TerminatedCString","steam_api64.dll",0,""
"141aadc26","TerminatedCString","SteamAPI_RegisterCallback",0,""
"141aadc42","TerminatedCString","SteamAPI_UnregisterCallback",0,""
"141aadc60","TerminatedCString","SteamApps",0,""
"141aadc6c","TerminatedCString","SteamUser",0,""
"141aadc78","TerminatedCString","SteamUserStats",0,""
"141aadc8a","TerminatedCString","SteamAPI_RunCallbacks",0,""
"141aadca2","TerminatedCString","SteamUtils",0,""
"141aadcb0","TerminatedCString","SteamAPI_Init",0,""
"141aadcc0","TerminatedCString","SteamAPI_RestartAppIfNecessary",0,""
"141aadce2","TerminatedCString","SteamAPI_Shutdown",0,""
"141aadcf6","TerminatedCString","SteamAPI_UnregisterCallResult",0,""
"141aadd16","TerminatedCString","SteamAPI_RegisterCallResult",0,""
"141aadd34","TerminatedCString","SteamNetworking",0,""
"141aadd46","TerminatedCString","SteamMatchmaking",0,""
"141aadd5a","TerminatedCString","SteamClient",0,""
"141aadd68","TerminatedCString","SteamFriends",0,""
